latitude,longitude,elevation_m,slope_deg,aspect_deg,flood_risk_zone,source,resolution_m
12.88075,74.8856,151.1,24.17,146.9,LOW,SRTM_30m_simulated,150
12.88075,74.88695,154.2,26.14,64.6,LOW,SRTM_30m_simulated,150
12.88075,74.8883,157.0,28.31,297.4,LOW,SRTM_30m_simulated,150
12.88075,74.88965,160.0,2.25,152.1,LOW,SRTM_30m_simulated,150
12.88075,74.891,163.6,14.64,334.6,LOW,SRTM_30m_simulated,150
12.88075,74.89235,165.8,2.02,54.8,LOW,SRTM_30m_simulated,150
12.88075,74.8937,168.0,24.08,41.6,LOW,SRTM_30m_simulated,150
12.88075,74.89505,171.6,5.43,237.3,LOW,SRTM_30m_simulated,150
12.88075,74.8964,175.3,20.38,290.5,LOW,SRTM_30m_simulated,150
12.88075,74.89775,178.0,29.83,317.8,LOW,SRTM_30m_simulated,150
12.88075,74.8991,181.2,24.08,303.1,LOW,SRTM_30m_simulated,150
12.88075,74.90045,184.8,16.49,234.7,LOW,SRTM_30m_simulated,150
12.88075,74.9018,187.3,38.41,331.0,LOW,SRTM_30m_simulated,150
12.88075,74.90315,189.8,3.56,284.3,LOW,SRTM_30m_simulated,150
12.88075,74.9045,193.3,26.26,98.4,LOW,SRTM_30m_simulated,150
12.88075,74.90585,195.7,2.33,242.6,LOW,SRTM_30m_simulated,150
12.88075,74.9072,198.9,16.0,135.8,LOW,SRTM_30m_simulated,150
12.88075,74.90855,201.7,42.29,339.0,LOW,SRTM_30m_simulated,150
12.88075,74.9099,204.6,31.77,183.1,LOW,SRTM_30m_simulated,150
12.8821,74.81,0.2,4.49,42.2,HIGH,SRTM_30m_simulated,150
12.8821,74.81135,2.5,5.78,339.2,HIGH,SRTM_30m_simulated,150
12.8821,74.8127,5.1,1.52,341.0,MEDIUM,SRTM_30m_simulated,150
12.8821,74.81405,7.9,9.75,278.3,MEDIUM,SRTM_30m_simulated,150
12.8821,74.8154,10.1,7.62,41.6,MEDIUM,SRTM_30m_simulated,150
12.8821,74.81675,11.8,13.73,75.3,MEDIUM,SRTM_30m_simulated,150
12.8821,74.8181,15.2,8.61,124.1,LOW,SRTM_30m_simulated,150
12.8821,74.81945,16.7,17.13,125.0,LOW,SRTM_30m_simulated,150
12.8821,74.8208,19.2,4.31,128.7,LOW,SRTM_30m_simulated,150
12.8821,74.82215,21.9,13.19,251.5,LOW,SRTM_30m_simulated,150
12.8821,74.8235,23.9,10.83,148.6,LOW,SRTM_30m_simulated,150
12.8821,74.82485,25.7,15.16,123.2,LOW,SRTM_30m_simulated,150
12.8821,74.8262,29.0,6.61,67.4,LOW,SRTM_30m_simulated,150
12.8821,74.82755,32.1,17.68,269.9,LOW,SRTM_30m_simulated,150
12.8821,74.8289,34.5,7.38,255.8,LOW,SRTM_30m_simulated,150
12.8821,74.83025,37.1,13.43,224.4,LOW,SRTM_30m_simulated,150
12.8821,74.8316,39.4,9.91,114.1,LOW,SRTM_30m_simulated,150
12.8821,74.83295,41.9,13.28,66.3,LOW,SRTM_30m_simulated,150
12.8821,74.8343,44.9,0.11,350.4,LOW,SRTM_30m_simulated,150
12.8821,74.83565,47.1,11.23,156.3,LOW,SRTM_30m_simulated,150
12.8821,74.837,49.8,18.7,317.8,LOW,SRTM_30m_simulated,150
12.8821,74.83835,53.2,14.14,90.0,LOW,SRTM_30m_simulated,150
12.8821,74.8397,54.8,23.18,116.1,LOW,SRTM_30m_simulated,150
12.8821,74.84105,59.5,13.87,293.5,LOW,SRTM_30m_simulated,150
12.8821,74.8424,60.5,21.33,100.1,LOW,SRTM_30m_simulated,150
12.8821,74.84375,62.6,8.87,160.8,LOW,SRTM_30m_simulated,150
12.8821,74.8451,66.2,0.92,255.9,LOW,SRTM_30m_simulated,150
12.8821,74.84645,69.0,7.83,65.2,LOW,SRTM_30m_simulated,150
12.8821,74.8478,71.6,24.98,17.4,LOW,SRTM_30m_simulated,150
12.8821,74.84915,73.2,21.56,215.4,LOW,SRTM_30m_simulated,150
12.8821,74.8505,76.6,7.36,285.5,LOW,SRTM_30m_simulated,150
12.8821,74.85185,81.5,14.25,38.9,LOW,SRTM_30m_simulated,150
12.8821,74.8532,82.3,3.25,340.0,LOW,SRTM_30m_simulated,150
12.8821,74.85455,84.9,25.34,86.5,LOW,SRTM_30m_simulated,150
12.8821,74.8559,88.0,22.33,273.2,LOW,SRTM_30m_simulated,150
12.8821,74.85725,91.1,12.47,106.8,LOW,SRTM_30m_simulated,150
12.8821,74.8586,92.7,8.83,304.2,LOW,SRTM_30m_simulated,150
12.8821,74.85995,95.7,25.92,3.7,LOW,SRTM_30m_simulated,150
12.8821,74.8613,98.6,4.56,254.6,LOW,SRTM_30m_simulated,150
12.8821,74.86265,102.3,10.7,63.1,LOW,SRTM_30m_simulated,150
12.8821,74.864,103.9,21.99,122.2,LOW,SRTM_30m_simulated,150
12.8821,74.86535,108.0,21.59,145.8,LOW,SRTM_30m_simulated,150
12.8821,74.8667,109.8,23.34,264.8,LOW,SRTM_30m_simulated,150
12.8821,74.86805,113.6,12.88,303.1,LOW,SRTM_30m_simulated,150
12.8821,74.8694,115.8,23.59,195.7,LOW,SRTM_30m_simulated,150
12.8821,74.87075,119.4,16.58,311.8,LOW,SRTM_30m_simulated,150
12.8821,74.8721,123.2,20.97,221.8,LOW,SRTM_30m_simulated,150
12.8821,74.87345,124.7,16.48,294.8,LOW,SRTM_30m_simulated,150
12.8821,74.8748,127.2,5.69,6.3,LOW,SRTM_30m_simulated,150
12.8821,74.87615,130.8,13.57,175.3,LOW,SRTM_30m_simulated,150
12.8821,74.8775,134.2,31.37,212.1,LOW,SRTM_30m_simulated,150
12.8821,74.87885,136.9,27.33,287.7,LOW,SRTM_30m_simulated,150
12.8821,74.8802,139.7,27.46,62.5,LOW,SRTM_30m_simulated,150
12.8821,74.88155,141.8,20.07,90.1,LOW,SRTM_30m_simulated,150
12.8821,74.8829,145.8,36.34,141.2,LOW,SRTM_30m_simulated,150
12.8821,74.88425,149.1,31.78,350.0,LOW,SRTM_30m_simulated,150
12.8821,74.8856,152.1,31.53,49.5,LOW,SRTM_30m_simulated,150
12.8821,74.88695,154.5,26.5,89.8,LOW,SRTM_30m_simulated,150
12.8821,74.8883,157.7,9.01,216.0,LOW,SRTM_30m_simulated,150
12.8821,74.88965,161.2,9.45,177.1,LOW,SRTM_30m_simulated,150
12.8821,74.891,164.2,18.42,142.9,LOW,SRTM_30m_simulated,150
12.8821,74.89235,166.3,14.94,80.7,LOW,SRTM_30m_simulated,150
12.8821,74.8937,169.7,15.12,340.4,LOW,SRTM_30m_simulated,150
12.8821,74.89505,173.6,38.22,334.4,LOW,SRTM_30m_simulated,150
12.8821,74.8964,175.8,32.62,193.6,LOW,SRTM_30m_simulated,150
12.8821,74.89775,178.2,40.33,113.5,LOW,SRTM_30m_simulated,150
12.8821,74.8991,180.9,34.97,119.5,LOW,SRTM_30m_simulated,150
12.8821,74.90045,184.3,0.85,182.0,LOW,SRTM_30m_simulated,150
12.8821,74.9018,187.5,25.93,84.1,LOW,SRTM_30m_simulated,150
12.8821,74.90315,190.8,38.71,80.4,LOW,SRTM_30m_simulated,150
12.8821,74.9045,193.2,14.71,7.1,LOW,SRTM_30m_simulated,150
12.8821,74.90585,196.8,32.71,241.5,LOW,SRTM_30m_simulated,150
12.8821,74.9072,199.1,7.14,354.0,LOW,SRTM_30m_simulated,150
12.8821,74.90855,203.5,19.01,161.2,LOW,SRTM_30m_simulated,150
12.8821,74.9099,205.2,9.46,328.5,LOW,SRTM_30m_simulated,150
12.88345,74.81,0.9,11.57,24.4,HIGH,SRTM_30m_simulated,150
12.88345,74.81135,3.6,4.97,102.1,HIGH,SRTM_30m_simulated,150
12.88345,74.8127,5.7,1.39,194.3,MEDIUM,SRTM_30m_simulated,150
12.88345,74.81405,7.8,0.05,234.3,MEDIUM,SRTM_30m_simulated,150
12.88345,74.8154,10.1,4.98,102.9,MEDIUM,SRTM_30m_simulated,150
12.88345,74.81675,13.7,8.48,28.6,MEDIUM,SRTM_30m_simulated,150
12.88345,74.8181,14.7,14.88,9.3,MEDIUM,SRTM_30m_simulated,150
12.88345,74.81945,16.9,0.16,208.1,LOW,SRTM_30m_simulated,150
12.88345,74.8208,19.6,15.29,116.8,LOW,SRTM_30m_simulated,150
12.88345,74.82215,22.2,6.8,245.8,LOW,SRTM_30m_simulated,150
12.88345,74.8235,24.9,8.76,176.6,LOW,SRTM_30m_simulated,150
12.88345,74.82485,27.2,8.12,227.2,LOW,SRTM_30m_simulated,150
12.88345,74.8262,29.6,9.48,318.3,LOW,SRTM_30m_simulated,150
12.88345,74.82755,32.1,16.54,219.0,LOW,SRTM_30m_simulated,150
12.88345,74.8289,35.1,8.44,44.7,LOW,SRTM_30m_simulated,150
12.88345,74.83025,37.6,8.55,99.1,LOW,SRTM_30m_simulated,150
12.88345,74.8316,40.3,2.91,87.4,LOW,SRTM_30m_simulated,150
12.88345,74.83295,42.0,1.59,174.3,LOW,SRTM_30m_simulated,150
12.88345,74.8343,45.1,8.36,335.2,LOW,SRTM_30m_simulated,150
12.88345,74.83565,48.3,0.38,121.1,LOW,SRTM_30m_simulated,150
12.88345,74.837,51.2,4.66,289.5,LOW,SRTM_30m_simulated,150
12.88345,74.83835,54.1,14.02,135.8,LOW,SRTM_30m_simulated,150
12.88345,74.8397,56.4,3.22,6.0,LOW,SRTM_30m_simulated,150
12.88345,74.84105,58.5,2.89,149.8,LOW,SRTM_30m_simulated,150
12.88345,74.8424,61.7,8.42,149.9,LOW,SRTM_30m_simulated,150
12.88345,74.84375,64.1,19.65,93.8,LOW,SRTM_30m_simulated,150
12.88345,74.8451,66.7,23.28,99.7,LOW,SRTM_30m_simulated,150
12.88345,74.84645,70.4,11.6,354.8,LOW,SRTM_30m_simulated,150
12.88345,74.8478,71.9,21.9,117.1,LOW,SRTM_30m_simulated,150
12.88345,74.84915,76.0,17.72,218.1,LOW,SRTM_30m_simulated,150
12.88345,74.8505,77.2,13.96,22.6,LOW,SRTM_30m_simulated,150
12.88345,74.85185,80.6,16.87,148.3,LOW,SRTM_30m_simulated,150
12.88345,74.8532,83.0,4.47,94.7,LOW,SRTM_30m_simulated,150
12.88345,74.85455,85.4,2.08,265.1,LOW,SRTM_30m_simulated,150
12.88345,74.8559,88.4,5.61,40.4,LOW,SRTM_30m_simulated,150
12.88345,74.85725,90.9,22.81,49.8,LOW,SRTM_30m_simulated,150
12.88345,74.8586,93.7,8.7,200.8,LOW,SRTM_30m_simulated,150
12.88345,74.85995,96.2,5.69,58.1,LOW,SRTM_30m_simulated,150
12.88345,74.8613,98.2,19.95,47.1,LOW,SRTM_30m_simulated,150
12.88345,74.86265,102.7,19.78,358.5,LOW,SRTM_30m_simulated,150
12.88345,74.864,105.1,30.75,238.1,LOW,SRTM_30m_simulated,150
12.88345,74.86535,108.2,16.24,234.3,LOW,SRTM_30m_simulated,150
12.88345,74.8667,111.0,1.3,130.8,LOW,SRTM_30m_simulated,150
12.88345,74.86805,115.2,13.02,206.8,LOW,SRTM_30m_simulated,150
12.88345,74.8694,116.7,14.85,286.7,LOW,SRTM_30m_simulated,150
12.88345,74.87075,119.9,30.33,26.8,LOW,SRTM_30m_simulated,150
12.88345,74.8721,123.5,11.39,271.9,LOW,SRTM_30m_simulated,150
12.88345,74.87345,125.9,32.64,139.4,LOW,SRTM_30m_simulated,150
12.88345,74.8748,129.2,4.42,322.3,LOW,SRTM_30m_simulated,150
12.88345,74.87615,131.4,11.79,294.5,LOW,SRTM_30m_simulated,150
12.88345,74.8775,135.2,23.28,142.6,LOW,SRTM_30m_simulated,150
12.88345,74.87885,137.5,2.03,68.4,LOW,SRTM_30m_simulated,150
12.88345,74.8802,141.1,4.87,153.6,LOW,SRTM_30m_simulated,150
12.88345,74.88155,143.3,22.37,91.6,LOW,SRTM_30m_simulated,150
12.88345,74.8829,147.2,33.81,184.5,LOW,SRTM_30m_simulated,150
12.88345,74.88425,149.1,20.39,179.8,LOW,SRTM_30m_simulated,150
12.88345,74.8856,153.2,25.81,302.0,LOW,SRTM_30m_simulated,150
12.88345,74.88695,155.5,15.14,122.2,LOW,SRTM_30m_simulated,150
12.88345,74.8883,158.8,9.11,326.7,LOW,SRTM_30m_simulated,150
12.88345,74.88965,161.6,25.27,25.9,LOW,SRTM_30m_simulated,150
12.88345,74.891,164.2,34.7,293.4,LOW,SRTM_30m_simulated,150
12.88345,74.89235,167.1,36.9,81.3,LOW,SRTM_30m_simulated,150
12.88345,74.8937,170.6,10.9,327.4,LOW,SRTM_30m_simulated,150
12.88345,74.89505,173.4,6.98,201.7,LOW,SRTM_30m_simulated,150
12.88345,74.8964,176.7,38.6,83.7,LOW,SRTM_30m_simulated,150
12.88345,74.89775,180.2,7.03,209.8,LOW,SRTM_30m_simulated,150
12.88345,74.8991,182.3,31.36,71.1,LOW,SRTM_30m_simulated,150
12.88345,74.90045,185.3,22.37,324.3,LOW,SRTM_30m_simulated,150
12.88345,74.9018,187.3,38.67,121.9,LOW,SRTM_30m_simulated,150
12.88345,74.90315,190.7,8.79,30.1,LOW,SRTM_30m_simulated,150
12.88345,74.9045,194.5,39.08,88.4,LOW,SRTM_30m_simulated,150
12.88345,74.90585,196.6,15.53,286.9,LOW,SRTM_30m_simulated,150
12.88345,74.9072,200.4,22.34,238.3,LOW,SRTM_30m_simulated,150
12.88345,74.90855,202.7,37.09,287.0,LOW,SRTM_30m_simulated,150
12.88345,74.9099,205.9,1.19,323.7,LOW,SRTM_30m_simulated,150
12.8848,74.81,2.4,2.26,144.4,HIGH,SRTM_30m_simulated,150
12.8848,74.81135,4.3,6.44,272.3,HIGH,SRTM_30m_simulated,150
12.8848,74.8127,6.4,9.47,103.0,MEDIUM,SRTM_30m_simulated,150
12.8848,74.81405,8.4,0.74,95.8,MEDIUM,SRTM_30m_simulated,150
12.8848,74.8154,11.2,7.05,69.5,MEDIUM,SRTM_30m_simulated,150
12.8848,74.81675,14.0,5.29,194.2,MEDIUM,SRTM_30m_simulated,150
12.8848,74.8181,16.3,13.54,259.4,LOW,SRTM_30m_simulated,150
12.8848,74.81945,17.3,7.16,66.4,LOW,SRTM_30m_simulated,150
12.8848,74.8208,20.3,15.37,26.2,LOW,SRTM_30m_simulated,150
12.8848,74.82215,24.0,17.19,128.7,LOW,SRTM_30m_simulated,150
12.8848,74.8235,25.7,18.24,322.4,LOW,SRTM_30m_simulated,150
12.8848,74.82485,28.0,4.14,151.0,LOW,SRTM_30m_simulated,150
12.8848,74.8262,30.8,5.24,120.2,LOW,SRTM_30m_simulated,150
12.8848,74.82755,33.3,14.1,137.9,LOW,SRTM_30m_simulated,150
12.8848,74.8289,35.7,10.13,46.2,LOW,SRTM_30m_simulated,150
12.8848,74.83025,38.8,6.43,76.0,LOW,SRTM_30m_simulated,150
12.8848,74.8316,40.7,9.95,218.5,LOW,SRTM_30m_simulated,150
12.8848,74.83295,43.7,2.76,68.1,LOW,SRTM_30m_simulated,150
12.8848,74.8343,46.0,9.85,329.8,LOW,SRTM_30m_simulated,150
12.8848,74.83565,49.4,8.59,191.4,LOW,SRTM_30m_simulated,150
12.8848,74.837,52.0,3.12,219.8,LOW,SRTM_30m_simulated,150
12.8848,74.83835,53.4,2.51,52.0,LOW,SRTM_30m_simulated,150
12.8848,74.8397,56.4,22.08,178.6,LOW,SRTM_30m_simulated,150
12.8848,74.84105,59.1,10.3,106.8,LOW,SRTM_30m_simulated,150
12.8848,74.8424,61.9,11.68,181.4,LOW,SRTM_30m_simulated,150
12.8848,74.84375,64.3,1.32,247.4,LOW,SRTM_30m_simulated,150
12.8848,74.8451,67.7,16.59,45.9,LOW,SRTM_30m_simulated,150
12.8848,74.84645,69.2,9.17,295.8,LOW,SRTM_30m_simulated,150
12.8848,74.8478,72.9,13.2,325.9,LOW,SRTM_30m_simulated,150
12.8848,74.84915,75.6,8.88,51.8,LOW,SRTM_30m_simulated,150
12.8848,74.8505,77.9,23.82,166.0,LOW,SRTM_30m_simulated,150
12.8848,74.85185,81.6,16.05,76.9,LOW,SRTM_30m_simulated,150
12.8848,74.8532,84.2,21.28,327.2,LOW,SRTM_30m_simulated,150
12.8848,74.85455,86.5,25.23,215.7,LOW,SRTM_30m_simulated,150
12.8848,74.8559,88.6,4.56,240.9,LOW,SRTM_30m_simulated,150
12.8848,74.85725,91.8,14.87,271.4,LOW,SRTM_30m_simulated,150
12.8848,74.8586,94.7,6.79,244.8,LOW,SRTM_30m_simulated,150
12.8848,74.85995,97.2,23.26,170.7,LOW,SRTM_30m_simulated,150
12.8848,74.8613,100.2,22.17,228.9,LOW,SRTM_30m_simulated,150
12.8848,74.86265,102.6,10.31,2.0,LOW,SRTM_30m_simulated,150
12.8848,74.864,106.1,5.79,254.0,LOW,SRTM_30m_simulated,150
12.8848,74.86535,109.0,2.31,120.6,LOW,SRTM_30m_simulated,150
12.8848,74.8667,112.3,28.97,108.8,LOW,SRTM_30m_simulated,150
12.8848,74.86805,113.7,4.4,294.9,LOW,SRTM_30m_simulated,150
12.8848,74.8694,117.4,31.17,310.7,LOW,SRTM_30m_simulated,150
12.8848,74.87075,120.8,26.04,165.4,LOW,SRTM_30m_simulated,150
12.8848,74.8721,124.0,18.43,178.2,LOW,SRTM_30m_simulated,150
12.8848,74.87345,126.4,31.88,222.5,LOW,SRTM_30m_simulated,150
12.8848,74.8748,129.4,22.07,321.4,LOW,SRTM_30m_simulated,150
12.8848,74.87615,132.3,32.31,124.1,LOW,SRTM_30m_simulated,150
12.8848,74.8775,135.7,16.82,327.5,LOW,SRTM_30m_simulated,150
12.8848,74.87885,138.0,30.36,61.1,LOW,SRTM_30m_simulated,150
12.8848,74.8802,140.6,29.57,309.8,LOW,SRTM_30m_simulated,150
12.8848,74.88155,144.1,19.44,36.6,LOW,SRTM_30m_simulated,150
12.8848,74.8829,147.4,15.77,2.8,LOW,SRTM_30m_simulated,150
12.8848,74.88425,150.6,12.13,315.9,LOW,SRTM_30m_simulated,150
12.8848,74.8856,153.5,4.82,96.5,LOW,SRTM_30m_simulated,150
12.8848,74.88695,156.2,18.51,244.0,LOW,SRTM_30m_simulated,150
12.8848,74.8883,159.4,29.57,134.8,LOW,SRTM_30m_simulated,150
12.8848,74.88965,163.0,22.71,80.2,LOW,SRTM_30m_simulated,150
12.8848,74.891,165.0,22.11,336.3,LOW,SRTM_30m_simulated,150
12.8848,74.89235,168.3,35.6,247.4,LOW,SRTM_30m_simulated,150
12.8848,74.8937,170.8,6.96,149.5,LOW,SRTM_30m_simulated,150
12.8848,74.89505,173.1,1.4,164.7,LOW,SRTM_30m_simulated,150
12.8848,74.8964,177.1,18.1,66.2,LOW,SRTM_30m_simulated,150
12.8848,74.89775,179.2,8.15,11.7,LOW,SRTM_30m_simulated,150
12.8848,74.8991,183.5,38.54,275.8,LOW,SRTM_30m_simulated,150
12.8848,74.90045,185.6,27.97,326.6,LOW,SRTM_30m_simulated,150
12.8848,74.9018,188.5,38.66,190.0,LOW,SRTM_30m_simulated,150
12.8848,74.90315,192.5,23.89,318.4,LOW,SRTM_30m_simulated,150
12.8848,74.9045,195.4,43.74,2.9,LOW,SRTM_30m_simulated,150
12.8848,74.90585,197.9,5.51,42.8,LOW,SRTM_30m_simulated,150
12.8848,74.9072,201.6,20.03,219.6,LOW,SRTM_30m_simulated,150
12.8848,74.90855,204.5,26.14,295.7,LOW,SRTM_30m_simulated,150
12.8848,74.9099,205.8,8.46,266.1,LOW,SRTM_30m_simulated,150
12.88615,74.81,3.4,5.03,223.6,HIGH,SRTM_30m_simulated,150
12.88615,74.81135,4.8,15.27,352.1,HIGH,SRTM_30m_simulated,150
12.88615,74.8127,6.6,12.19,249.5,MEDIUM,SRTM_30m_simulated,150
12.88615,74.81405,9.2,13.64,145.0,MEDIUM,SRTM_30m_simulated,150
12.88615,74.8154,11.8,1.04,92.5,MEDIUM,SRTM_30m_simulated,150
12.88615,74.81675,13.4,8.15,113.4,MEDIUM,SRTM_30m_simulated,150
12.88615,74.8181,16.2,8.91,311.5,LOW,SRTM_30m_simulated,150
12.88615,74.81945,19.0,16.84,300.4,LOW,SRTM_30m_simulated,150
12.88615,74.8208,22.4,1.75,343.7,LOW,SRTM_30m_simulated,150
12.88615,74.82215,23.5,11.72,152.9,LOW,SRTM_30m_simulated,150
12.88615,74.8235,25.9,13.65,143.8,LOW,SRTM_30m_simulated,150
12.88615,74.82485,28.2,17.54,246.6,LOW,SRTM_30m_simulated,150
12.88615,74.8262,31.5,12.37,136.5,LOW,SRTM_30m_simulated,150
12.88615,74.82755,33.4,7.54,95.2,LOW,SRTM_30m_simulated,150
12.88615,74.8289,36.1,17.89,152.7,LOW,SRTM_30m_simulated,150
12.88615,74.83025,39.5,14.01,262.3,LOW,SRTM_30m_simulated,150
12.88615,74.8316,41.1,1.72,266.4,LOW,SRTM_30m_simulated,150
12.88615,74.83295,43.6,2.36,302.5,LOW,SRTM_30m_simulated,150
12.88615,74.8343,45.6,20.66,106.0,LOW,SRTM_30m_simulated,150
12.88615,74.83565,49.1,9.4,242.8,LOW,SRTM_30m_simulated,150
12.88615,74.837,51.8,8.25,264.3,LOW,SRTM_30m_simulated,150
12.88615,74.83835,55.2,2.42,294.6,LOW,SRTM_30m_simulated,150
12.88615,74.8397,57.2,5.16,320.9,LOW,SRTM_30m_simulated,150
12.88615,74.84105,59.5,2.62,42.1,LOW,SRTM_30m_simulated,150
12.88615,74.8424,62.0,11.92,306.4,LOW,SRTM_30m_simulated,150
12.88615,74.84375,65.0,22.41,314.8,LOW,SRTM_30m_simulated,150
12.88615,74.8451,67.7,4.44,66.0,LOW,SRTM_30m_simulated,150
12.88615,74.84645,71.3,24.06,162.7,LOW,SRTM_30m_simulated,150
12.88615,74.8478,73.2,16.47,24.3,LOW,SRTM_30m_simulated,150
12.88615,74.84915,75.3,20.6,226.2,LOW,SRTM_30m_simulated,150
12.88615,74.8505,78.9,21.21,150.2,LOW,SRTM_30m_simulated,150
12.88615,74.85185,81.3,24.06,305.2,LOW,SRTM_30m_simulated,150
12.88615,74.8532,83.2,7.26,35.8,LOW,SRTM_30m_simulated,150
12.88615,74.85455,87.0,12.35,311.1,LOW,SRTM_30m_simulated,150
12.88615,74.8559,88.4,23.97,338.5,LOW,SRTM_30m_simulated,150
12.88615,74.85725,91.5,10.26,221.9,LOW,SRTM_30m_simulated,150
12.88615,74.8586,94.3,15.29,40.9,LOW,SRTM_30m_simulated,150
12.88615,74.85995,98.0,17.91,231.1,LOW,SRTM_30m_simulated,150
12.88615,74.8613,101.7,22.97,219.3,LOW,SRTM_30m_simulated,150
12.88615,74.86265,102.6,8.16,136.4,LOW,SRTM_30m_simulated,150
12.88615,74.864,106.9,1.25,71.1,LOW,SRTM_30m_simulated,150
12.88615,74.86535,110.6,11.25,191.4,LOW,SRTM_30m_simulated,150
12.88615,74.8667,113.0,18.34,259.6,LOW,SRTM_30m_simulated,150
12.88615,74.86805,114.8,30.42,4.7,LOW,SRTM_30m_simulated,150
12.88615,74.8694,118.5,11.58,244.7,LOW,SRTM_30m_simulated,150
12.88615,74.87075,120.9,15.04,194.5,LOW,SRTM_30m_simulated,150
12.88615,74.8721,124.2,18.52,295.9,LOW,SRTM_30m_simulated,150
12.88615,74.87345,127.2,27.32,104.9,LOW,SRTM_30m_simulated,150
12.88615,74.8748,130.7,8.65,299.4,LOW,SRTM_30m_simulated,150
12.88615,74.87615,134.1,21.22,248.7,LOW,SRTM_30m_simulated,150
12.88615,74.8775,136.3,33.75,0.4,LOW,SRTM_30m_simulated,150
12.88615,74.87885,140.0,35.34,28.2,LOW,SRTM_30m_simulated,150
12.88615,74.8802,142.8,25.46,125.9,LOW,SRTM_30m_simulated,150
12.88615,74.88155,145.1,19.63,125.9,LOW,SRTM_30m_simulated,150
12.88615,74.8829,148.9,35.17,94.3,LOW,SRTM_30m_simulated,150
12.88615,74.88425,151.0,23.79,327.6,LOW,SRTM_30m_simulated,150
12.88615,74.8856,152.8,3.94,158.1,LOW,SRTM_30m_simulated,150
12.88615,74.88695,155.6,35.07,226.1,LOW,SRTM_30m_simulated,150
12.88615,74.8883,160.0,19.89,41.2,LOW,SRTM_30m_simulated,150
12.88615,74.88965,162.1,4.86,132.6,LOW,SRTM_30m_simulated,150
12.88615,74.891,165.3,35.11,13.3,LOW,SRTM_30m_simulated,150
12.88615,74.89235,169.0,27.4,193.8,LOW,SRTM_30m_simulated,150
12.88615,74.8937,172.2,13.1,299.7,LOW,SRTM_30m_simulated,150
12.88615,74.89505,173.6,27.08,58.3,LOW,SRTM_30m_simulated,150
12.88615,74.8964,177.7,29.94,178.3,LOW,SRTM_30m_simulated,150
12.88615,74.89775,180.6,36.21,117.0,LOW,SRTM_30m_simulated,150
12.88615,74.8991,184.3,38.28,68.4,LOW,SRTM_30m_simulated,150
12.88615,74.90045,186.8,1.1,69.4,LOW,SRTM_30m_simulated,150
12.88615,74.9018,189.7,12.35,315.2,LOW,SRTM_30m_simulated,150
12.88615,74.90315,192.0,38.21,21.4,LOW,SRTM_30m_simulated,150
12.88615,74.9045,196.1,24.2,355.0,LOW,SRTM_30m_simulated,150
12.88615,74.90585,198.3,43.56,166.0,LOW,SRTM_30m_simulated,150
12.88615,74.9072,200.7,10.09,188.2,LOW,SRTM_30m_simulated,150
12.88615,74.90855,204.3,24.12,28.3,LOW,SRTM_30m_simulated,150
12.88615,74.9099,207.5,29.52,220.1,LOW,SRTM_30m_simulated,150
12.8875,74.81,2.8,5.29,303.2,HIGH,SRTM_30m_simulated,150
12.8875,74.81135,5.3,10.99,233.8,MEDIUM,SRTM_30m_simulated,150
12.8875,74.8127,7.6,11.1,66.8,MEDIUM,SRTM_30m_simulated,150
12.8875,74.81405,9.9,16.44,255.6,MEDIUM,SRTM_30m_simulated,150
12.8875,74.8154,13.0,11.24,45.5,MEDIUM,SRTM_30m_simulated,150
12.8875,74.81675,14.8,2.23,103.2,MEDIUM,SRTM_30m_simulated,150
12.8875,74.8181,16.6,1.22,247.9,LOW,SRTM_30m_simulated,150
12.8875,74.81945,19.6,16.86,131.7,LOW,SRTM_30m_simulated,150
12.8875,74.8208,21.5,4.02,302.5,LOW,SRTM_30m_simulated,150
12.8875,74.82215,24.4,9.74,179.5,LOW,SRTM_30m_simulated,150
12.8875,74.8235,26.3,0.88,275.4,LOW,SRTM_30m_simulated,150
12.8875,74.82485,29.4,7.12,90.8,LOW,SRTM_30m_simulated,150
12.8875,74.8262,32.5,13.66,10.9,LOW,SRTM_30m_simulated,150
12.8875,74.82755,34.6,14.42,65.4,LOW,SRTM_30m_simulated,150
12.8875,74.8289,36.0,10.89,348.7,LOW,SRTM_30m_simulated,150
12.8875,74.83025,39.8,17.54,290.9,LOW,SRTM_30m_simulated,150
12.8875,74.8316,42.0,16.94,32.7,LOW,SRTM_30m_simulated,150
12.8875,74.83295,44.8,14.61,244.4,LOW,SRTM_30m_simulated,150
12.8875,74.8343,46.5,3.68,172.3,LOW,SRTM_30m_simulated,150
12.8875,74.83565,50.3,5.93,293.3,LOW,SRTM_30m_simulated,150
12.8875,74.837,52.6,2.88,213.7,LOW,SRTM_30m_simulated,150
12.8875,74.83835,55.5,21.25,264.7,LOW,SRTM_30m_simulated,150
12.8875,74.8397,57.7,17.75,226.5,LOW,SRTM_30m_simulated,150
12.8875,74.84105,59.5,0.54,181.6,LOW,SRTM_30m_simulated,150
12.8875,74.8424,63.3,20.56,253.5,LOW,SRTM_30m_simulated,150
12.8875,74.84375,66.5,8.39,100.8,LOW,SRTM_30m_simulated,150
12.8875,74.8451,68.7,21.46,69.7,LOW,SRTM_30m_simulated,150
12.8875,74.84645,71.1,11.95,102.2,LOW,SRTM_30m_simulated,150
